Gender,Position,Type,Date Hired,Campus,Employment Status,Date of Birth,Years of Service,Age
Female,ADMINISTRATIVE ASSISTANT I,STAFF,2 09 2002,Main Campus,PERMANENT,9 10 1980,20,42
Female,ASSOCIATE PROFESSOR I,FACULTY,16 09 2008,Main Campus,PERMANENT,2 04 1981,14,42
Male,ADMINISTRATIVE OFFICER III,STAFF,2 09 2002,Main Campus,PERMANENT,8 08 1980,20,42
Female,ASSISTANT PROFESSOR I,FACULTY,14 11 2011,Main Campus,PERMANENT,14 09 1980,11,42
Male,ADMINISTRATIVE AIDE IV,STAFF,6 09 2008,Main Campus,PERMANENT,24 01 1980,14,43
Female,ASSISTANT PROFESSOR IV,FACULTY,15 06 2010,Main Campus,PERMANENT,7 02 1980,12,43
Female,ASSOCIATE PROFESSOR V,FACULTY,19 01 2004,Main Campus,PERMANENT,25 06 1979,19,43
Female,ASSOCIATE PROFESSOR I,FACULTY,3 07 2006,Main Campus,PERMANENT,22 11 1979,16,43
Male,ASSOCIATE PROFESSOR III,FACULTY,1 07 2014,Main Campus,PERMANENT,24 08 1979,8,43
Male,SENIOR LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,28 04 1979,0,43
Female,ASSOCIATE PROFESSOR IV,FACULTY,13 07 2015,Main Campus,PERMANENT,6 08 1979,7,43
Female,ADMINISTRATIVE ASSISTANT II,STAFF,17 03 2014,Main Campus,PERMANENT,13 08 1978,9,44
Male,ASSOCIATE PROFESSOR V,FACULTY,12 06 2007,Main Campus,PERMANENT,12 09 1978,15,44
Female,ASSOCIATE PROFESSOR II,FACULTY,5 12 2006,Main Campus,PERMANENT,28 11 1978,16,44
Female,ADMINISTRATIVE AIDE  IV,STAFF,16 04 2002,Main Campus,PERMANENT,22 08 1978,20,44
Female,ASSOCIATE PROFESSOR II,FACULTY,1 06 2010,Main Campus,PERMANENT,16 11 1978,12,44
Male,ASSOCIATE PROFESSOR III,FACULTY,4 06 2018,Main Campus,PERMANENT,7 05 1978,4,44
Female,PROFESSIONAL LECTURER II (ML),FACULTY,15 08 2022,Main Campus,PART-TIME,19 03 1979,0,44
Male,LECTURER I (UG),FACULTY,31 01 2021,Main Campus,PART-TIME,28 05 1978,2,44
Male,ASSISTANT PROFESSOR II,FACULTY,1 08 2017,Main Campus,PERMANENT,26 01 1978,5,45
Male,ADMINISTRATIVE OFFICER II,STAFF,17 03 2014,Main Campus,PERMANENT,29 04 1977,9,45
Female,INTERNAL AUDITOR IV,FACULTY,2 09 2002,Main Campus,PERMANENT,13 11 1977,20,45
Male,ASSISTANT PROFESSOR I,FACULTY,3 05 2021,Main Campus,PERMANENT,27 05 1977,1,45
Male,ASSISTANT PROFESSOR I,FACULTY,3 05 2021,Main Campus,PERMANENT,27 05 1977,1,45
Male,ASSOCIATE PROFESSOR IV,FACULTY,1 10 2018,Main Campus,PERMANENT,25 04 1977,4,45
Female,INSTRUCTOR III,FACULTY,3 07 2017,Main Campus,PERMANENT,31 01 1978,5,45
Male,MEDICAL OFFICER IV,STAFF,10 12 2012,Main Campus,PERMANENT,25 10 1977,10,45
Female,ADMINISTRATIVE OFFICER II,STAFF,16 04 2002,Main Campus,PERMANENT,25 06 1977,20,45
Female,ASSOCIATE PROFESSOR III,FACULTY,10 06 2008,Main Campus,PERMANENT,26 04 1977,14,45
Female,ASSOCIATE PROFESSOR III,FACULTY,4 07 2011,Main Campus,PERMANENT,1 06 1977,11,45
Female,ASSOCIATE PROFESSOR I,FACULTY,1 07 2014,Main Campus,PERMANENT,30 08 1977,8,45
Female,ASSOCIATE PROFESSOR III,FACULTY,13 01 2010,Main Campus,PERMANENT,30 08 1977,13,45
Female,ASSISTANT PROFESSOR II,FACULTY,1 06 2017,Main Campus,PERMANENT,28 12 1976,5,46
Female,ASSISTANT PROFESSOR II,FACULTY,1 07 2008,Main Campus,PERMANENT,24 03 1977,14,46
Male,ASSISTANT PROFESSOR II,FACULTY,5 11 2018,Main Campus,PERMANENT,29 06 1976,4,46
Female,ASSISTANT PROFESSOR III,FACULTY,1 07 2014,Main Campus,PERMANENT,7 09 1976,8,46
Female,ASSOCIATE PROFESSOR III,FACULTY,18 06 2012,Main Campus,PERMANENT,6 08 1976,10,46
Female,ASSOCIATE PROFESSOR IV,FACULTY,3 06 2002,Main Campus,PERMANENT,16 08 1976,20,46
Female,LECTURER III (ML),FACULTY,15 08 2022,Main Campus,PART-TIME,31 08 1975,0,47
Male,PROFESSOR III,FACULTY,4 06 1996,Main Campus,PERMANENT,1 07 1975,26,47
Female,ASSISTANT PROFESSOR II,FACULTY,6 11 2017,Main Campus,PERMANENT,27 06 1975,5,47
Female,LABORATORY TECHNICIAN III,STAFF,13 06 2022,Main Campus,PERMANENT,4 11 1975,0,47
Male,ADMINISTRATIVE AIDE I,STAFF,16 04 2002,Main Campus,PERMANENT,20 02 1976,20,47
Female,ASSOCIATE PROFESSOR II,FACULTY,15 06 2010,Main Campus,PERMANENT,13 09 1975,12,47
Female,ASSOCIATE PROFESSOR I,FACULTY,1 06 2009,Main Campus,PERMANENT,13 03 1976,13,47
Male,ASSISTANT PROFESSOR I,FACULTY,14 11 2011,Main Campus,PERMANENT,11 08 1974,11,48
Male,ASSISTANT PROFESSOR IV,FACULTY,1 06 2005,Main Campus,PERMANENT,21 08 1974,17,48
Male,ASSOCIATE PROFESSOR V,FACULTY,5 06 1995,Main Campus,PERMANENT,15 11 1974,27,48
Female,ASSISTANT PROFESSOR IV,FACULTY,30 05 2002,Main Campus,PERMANENT,8 05 1974,20,48
Male,SENIOR LECTURER III (DL),FACULTY,23 08 2021,Main Campus,PART-TIME,19 11 1974,1,48
Male,ASSOCIATE PROFESSOR V,FACULTY,5 06 1995,Main Campus,PERMANENT,23 08 1973,27,49
Female,LECTURER II (UG),FACULTY,16 08 2022,Main Campus,PART-TIME,13 09 1973,0,49
Male,SECURITY GUARD II,STAFF,21 10 2015,Main Campus,PERMANENT,14 07 1973,7,49
Female,ASSOCIATE PROFESSOR III,FACULTY,1 07 2015,Main Campus,PERMANENT,25 01 1974,7,49
Female,ASSOCIATE PROFESSOR IV,FACULTY,13 12 2016,Main Campus,PERMANENT,9 12 1973,6,49
Male,ASSISTANT PROFESSOR IV,FACULTY,16 07 2012,Main Campus,PERMANENT,20 10 1973,10,49
Female,ASSOCIATE PROFESSOR V,FACULTY,2 11 2011,Main Campus,PERMANENT,24 09 1973,11,49
Female,ACCOUNTANT II,STAFF,9 12 2021,Main Campus,JOB ORDER,13 05 1972,1,50
Male,SECURITY GUARD II,STAFF,29 10 2001,Main Campus,PERMANENT,9 11 1972,21,50
Female,ASSISTANT PROFESSOR II,FACULTY,2 06 2008,Main Campus,PERMANENT,25 04 1972,14,50
Female,SENIOR LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,24 12 1972,0,50
Female,ASSOCIATE PROFESSOR V,FACULTY,1 07 2015,Main Campus,PERMANENT,5 11 1972,7,50
Female,ADMINISTRATIVE ASSISTANT II,STAFF,1 07 1992,Main Campus,PERMANENT,24 11 1971,30,51
Male,ASSOCIATE PROFESSOR V,FACULTY,16 06 2003,Main Campus,PERMANENT,19 12 1971,19,51
Male,PROFESSOR VI,FACULTY,20 06 1994,Main Campus,PERMANENT,15 07 1971,28,51
Male,PROFESSOR VI,FACULTY,20 06 1994,Main Campus,PERMANENT,18 03 1972,28,51
Male,ASSOCIATE PROFESSOR V,FACULTY,26 10 2001,Main Campus,PERMANENT,14 06 1971,21,51
Female,ASSOCIATE PROFESSOR V,FACULTY,26 10 2001,Main Campus,PERMANENT,2 11 1971,21,51
Female,ASSOCIATE PROFESSOR IV,FACULTY,9 11 2009,Main Campus,PERMANENT,19 08 1971,13,51
Female,ASSISTANT PROFESSOR III,FACULTY,1 07 2014,Main Campus,PERMANENT,29 07 1971,8,51
Female,INSTRUCTOR I,FACULTY,3 07 2017,Main Campus,PERMANENT,10 08 1971,5,51
Female,ADMINISTRATIVE OFFICER II,FACULTY,16 04 2002,Main Campus,PERMANENT,4 06 1970,20,52
Female,HOUSEPARENT II,STAFF,2 09 2002,Main Campus,PERMANENT,29 07 1970,20,52
Male,ASSOCIATE PROFESSOR II,FACULTY,16 06 2003,Main Campus,PERMANENT,30 06 1970,19,52
Male,ADMINISTRATIVE AIDE IV,STAFF,2 09 2002,Main Campus,PERMANENT,17 02 1970,20,53
Female,ASSOCIATE PROFESSOR IV,STAFF,3 06 2002,Main Campus,PERMANENT,23 10 1969,20,53
Female,ASSISTANT PROFESSOR II,FACULTY,1 06 2017,Main Campus,PERMANENT,24 02 1970,5,53
Female,INSTRUCTOR I,FACULTY,6 07 2009,Main Campus,PART-TIME,8 12 1968,13,54
Female,ASSOCIATE PROFESSOR IV,FACULTY,1 10 2014,Main Campus,PERMANENT,26 02 1969,8,54
Male,ADMINISTRATIVE AIDE IV,FACULTY,5 04 2021,Main Campus,PERMANENT,13 04 1969,1,54
Female,ADMINISTRATIVE AIDE VI,STAFF,14 08 1991,Main Campus,PERMANENT,21 06 1968,31,54
Female,PROFESSOR I,FACULTY,13 06 2006,Main Campus,PERMANENT,12 06 1968,16,54
Female,ASSOCIATE PROFESSOR II,FACULTY,9 08 1991,Main Campus,PERMANENT,1 01 1968,31,55
Female,ASSOCIATE PROFESSOR II,FACULTY,9 08 1991,Main Campus,PERMANENT,1 01 1968,31,55
Female,MEDICAL TECHNOLOGIST II,STAFF,27 05 1996,Main Campus,PERMANENT,7 02 1968,26,55
Female,ASSOCIATE PROFESSOR V,FACULTY,3 01 2007,Main Campus,PERMANENT,25 09 1967,16,55
Male,ASSOCIATE PROFESSOR V,FACULTY,5 10 1995,Main Campus,PERMANENT,13 01 1968,27,55
Male,ASSOCIATE PROFESSOR V,FACULTY,5 07 1988,Main Campus,PERMANENT,19 11 1967,34,55
Female,ASSISTANT PROFESSOR II,FACULTY,2 06 2008,Main Campus,PERMANENT,1 06 1966,14,56
Female,ASSOCIATE PROFESSOR V,FACULTY,1 08 2011,Main Campus,PERMANENT,16 07 1966,11,56
Female,ADMINISTRATIVE ASSISTANT II,STAFF,7 01 1991,Main Campus,PERMANENT,8 12 1966,32,56
Male,PROFESSOR III,FACULTY,1 04 1991,Main Campus,PERMANENT,29 04 1966,32,56
Male,ASSOCIATE PROFESSOR I,FACULTY,16 06 2011,Main Campus,PERMANENT,17 12 1966,11,56
Male,ADMINISTRATIVE AIDE IV,STAFF,3 02 1998,Main Campus,PERMANENT,11 07 1965,25,57
Male,ADMINISTRATIVE AIDE V,STAFF,16 04 2002,Main Campus,PERMANENT,21 05 1965,20,57
Female,ASSOCIATE PROFESSOR V,FACULTY,1 10 1998,Main Campus,PERMANENT,4 05 1965,24,57
Female,ASSISTANT PROFESSOR III,FACULTY,3 11 2004,Main Campus,PERMANENT,1 08 1965,18,57
Female,ADMINISTRATIVE ASSISTANT II,STAFF,16 04 2002,Main Campus,PERMANENT,16 08 1965,20,57
Female,PROFESSIONAL LECTURER III (DL),FACULTY,14 09 2020,Main Campus,PART-TIME,26 02 1966,2,57
Male,ASSOCIATE PROFESSOR I,FACULTY,3 05 2021,Main Campus,PERMANENT,15 08 1965,1,57
Female,ASSOCIATE PROFESSOR V,FACULTY,3 11 2004,Main Campus,PERMANENT,2 12 1965,18,57
Female,ASSOCIATE PROFESSOR V,FACULTY,13 06 1988,Main Campus,PERMANENT,14 06 1965,34,57
Female,ASSISTANT PROFESSOR IV,FACULTY,13 06 1996,Main Campus,PERMANENT,14 12 1965,26,57
Male,ASSISTANT PROFESSOR IV,FACULTY,26 10 2001,Main Campus,PERMANENT,14 12 1965,21,57
Female,ADMINISTRATIVE OFFICER IV,STAFF,14 08 1991,Main Campus,PERMANENT,3 01 1965,31,58
Female,PROFESSOR IV,FACULTY,17 06 1985,Main Campus,PERMANENT,15 08 1964,37,58
Female,SUPERVISING ADMINISTRATIVE OFFICER,STAFF,7 01 1991,Main Campus,PERMANENT,25 10 1964,32,58
Female,SUPERVISING ADMINISTRATIVE OFFICER,STAFF,4 06 1992,Main Campus,PERMANENT,15 11 1964,30,58
Male,EXECUTIVE ASSISTANT II,STAFF,12 01 1987,Main Campus,PERMANENT,15 11 1964,36,58
Male,ADMINISTRATIVE AIDE III,STAFF,2 09 2002,Main Campus,PERMANENT,15 02 1964,20,59
Female,ASSOCIATE PROFESSOR V,FACULTY,14 06 1993,Main Campus,PERMANENT,8 11 1963,29,59
Female,ASSOCIATE PROFESSOR III,FACULTY,13 06 1990,Main Campus,PERMANENT,28 12 1962,32,60
Male,ADMINISTRATIVE AIDE IV,STAFF,16 04 2002,Main Campus,PERMANENT,2 05 1962,20,60
Male,ADMINISTRATIVE AIDE IV,STAFF,1 10 2015,Main Campus,PERMANENT,19 03 1963,7,60
Male,SECURITY GUARD II,STAFF,16 07 1997,Main Campus,PERMANENT,16 02 1962,25,61
Male,LABORATORY TECHNICIAN III,STAFF,13 11 1991,Main Campus,PERMANENT,14 08 1961,31,61
Male,ASSOCIATE PROFESSOR I,FACULTY,21 06 2010,Main Campus,PERMANENT,8 03 1961,12,62
Female,NURSE III,STAFF,20 04 1987,Main Campus,PERMANENT,27 09 1960,35,62
Female,ASSISTANT PROFESSOR I,FACULTY,17 08 2011,Main Campus,PERMANENT,4 07 1959,11,63
Male,PROFESSOR VI,FACULTY,11 06 1984,Main Campus,PERMANENT,19 09 1959,38,63
Female,ASSOCIATE PROFESSOR V,FACULTY,7 06 1999,Main Campus,PERMANENT,14 07 1959,23,63
Female,SUPERVISING ADMINISTRATIVE OFFICER,STAFF,16 06 1980,Main Campus,PERMANENT,18 05 1958,42,64
Female,ASSOCIATE PROFESSOR V,FACULTY,1 03 2005,Main Campus,PERMANENT,5 01 1959,18,64
Male,ADMINISTRATIVE AIDE III,STAFF,13 10 2022,Main Campus,JOB ORDER,23 05 2000,0,22
Male,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,27 04 1999,0,23
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,11 10 1998,0,24
Female,ADMINISTRATIVE AIDE III,STAFF,7 07 2021,Main Campus,JOB ORDER,30 08 1997,1,25
Female,ADMINISTRATIVE AIDE III,STAFF,7 07 2021,Main Campus,JOB ORDER,26 04 1996,1,26
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,15 04 1996,0,26
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,15 04 1996,0,26
Female,ADMINISTRATIVE AIDE III,STAFF,16 03 2022,Main Campus,CASUAL,31 08 1996,1,26
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,17 05 1996,0,26
Female,ADMINISTRATIVE OFFICER II,STAFF,16 08 2021,Main Campus,CASUAL,7 12 1996,1,26
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,15 07 1995,0,27
Female,ADMINISTRATIVE AIDE III,STAFF,23 08 2018,Main Campus,JOB ORDER,18 10 1995,4,27
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,16 09 1995,0,27
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,13 12 1994,0,28
Female,ADMINISTRATIVE ASSISTANT I,STAFF,12 08 1991,Main Campus,PERMANENT,27 06 1994,31,28
Male,LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,1 11 1994,0,28
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,2 02 1994,0,29
Male,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,27 07 1993,0,29
Female,ADMINISTRATIVE AIDE III,STAFF,18 04 2022,Main Campus,JOB ORDER,31 12 1993,0,29
Female,ADMINISTRATIVE ASSISTANT II,STAFF,24 03 2022,Main Campus,CASUAL,28 09 1992,1,30
Male,INSTRUCTOR I,FACULTY,16 12 2016,Main Campus,PERMANENT,13 10 1992,6,30
Female,ADMINISTRATIVE AIDE III,STAFF,20 09 2022,Main Campus,JOB ORDER,24 09 1991,0,31
Female,INSTRUCTOR III,FACULTY,3 07 2017,Main Campus,PERMANENT,4 10 1991,5,31
Male,ASSISTANT PROFESSOR I,FACULTY,19 06 2013,Main Campus,PERMANENT,16 12 1990,9,32
Female,LECTURER II (UG),FACULTY,29 01 2022,Main Campus,PART-TIME,7 10 1990,1,32
Female,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,9 11 1989,0,33
Female,SENIOR LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,27 01 1989,0,34
Male,INSTRUCTOR I,FACULTY,1 09 2010,Main Campus,PERMANENT,5 06 1988,12,34
Female,LECTURER I (UG),FACULTY,2 11 2022,Main Campus,PART-TIME,7 06 1988,0,34
Male,INSTRUCTOR I,FACULTY,1 08 2018,Main Campus,PERMANENT,12 07 1988,4,34
Male,SENIOR LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,4 01 1989,0,34
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,23 09 1987,0,35
Female,INSTRUCTOR I,FACULTY,15 06 2010,Main Campus,PERMANENT,16 08 1987,12,35
Male,PROFESSOR II,FACULTY,1 07 2015,Main Campus,PERMANENT,16 06 1986,7,36
Female,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,27 01 1987,0,36
Male,ADMINISTRATIVE AIDE III,STAFF,1 12 2013,Main Campus,PERMANENT,14 05 1984,9,38
Male,ASSISTANT PROFESSOR I,FACULTY,22 06 2017,Main Campus,PERMANENT,10 11 1984,5,38
Male,INSTRUCTOR I,FACULTY,3 07 2017,Main Campus,PERMANENT,15 11 1983,5,39
Male,ASSOCIATE PROFESSOR I,FACULTY,1 07 2015,Main Campus,PERMANENT,15 09 1983,7,39
Female,ASSOCIATE PROFESSOR V,FACULTY,17 06 2013,Main Campus,PERMANENT,28 10 1983,9,39
Male,INSTRUCTOR I,FACULTY,1 08 2018,Main Campus,PERMANENT,4 01 1983,4,40
Female,LECTURER II (UG),FACULTY,7 11 2012,Main Campus,PART-TIME,9 09 1982,10,40
Male,SECURITY OFFICER I,STAFF,5 04 2021,Main Campus,PERMANENT,23 05 1981,1,41
Female,ASSISTANT PROFESSOR IV,FACULTY,1 07 2015,Main Campus,PERMANENT,19 02 1982,7,41
Female,ASSISTANT PROFESSOR II,FACULTY,3 07 2017,Main Campus,PERMANENT,20 10 1981,5,41
Female,LECTURER II (UG),FACULTY,25 06 2013,Main Campus,PART-TIME,19 05 1981,9,41
Female,ASSOCIATE PROFESSOR V,FACULTY,13 06 2011,Main Campus,PERMANENT,5 07 1981,11,41
Female,ASSISTANT PROFESSOR III,FACULTY,1 10 2004,Main Campus,PERMANENT,7 03 1982,18,41
Female,ASSOCIATE PROFESSOR IV,FACULTY,14 11 2011,Main Campus,PERMANENT,27 05 1980,11,42
Female,UNIVERSITY RESEARCH ASSOCIATE II,STAFF,17 03 2014,Main Campus,PERMANENT,2 04 1981,9,42
Female,ASSISTANT PROFESSOR II,FACULTY,15 06 2010,Main Campus,PERMANENT,15 01 1981,12,42
Male,ASSOCIATE PROFESSOR I,STAFF,3 11 2004,Main Campus,PERMANENT,12 08 1980,18,42
Female,ACCOUNTANT I,FACULTY,14 11 2011,Main Campus,PART-TIME,13 07 1980,11,42
Female,ASSISTANT PROFESSOR III,FACULTY,3 07 2017,Main Campus,PERMANENT,8 09 1979,5,43
Male,ASSOCIATE PROFESSOR II,FACULTY,3 11 2004,Main Campus,PERMANENT,25 06 1979,18,43
Female,ASSISTANT PROFESSOR III,FACULTY,2 02 2004,Main Campus,PERMANENT,15 06 1979,19,43
Female,ASSISTANT PROFESSOR II,FACULTY,6 08 2018,Main Campus,PERMANENT,5 05 1979,4,43
Female,ADMINISTRATIVE AIDE IV,FACULTY,3 02 2022,Main Campus,PERMANENT,10 05 1978,1,44
Male,SENIOR LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,24 10 1977,0,45
Female,PROFESSOR V,FACULTY,1 04 2010,Main Campus,PERMANENT,19 04 1977,13,45
Male,ASSOCIATE PROFESSOR II,FACULTY,10 06 2008,Main Campus,PERMANENT,13 07 1977,14,45
Female,ASSISTANT PROFESSOR III,FACULTY,6 11 2017,Main Campus,PERMANENT,7 03 1978,5,45
Female,INSTRUCTOR I,FACULTY,2 09 2019,Main Campus,PERMANENT,31 01 1978,3,45
Male,ADMINISTRATIVE AIDE III,FACULTY,2 09 2002,Main Campus,PERMANENT,24 10 1977,20,45
Female,ASSOCIATE PROFESSOR IV,FACULTY,1 06 2009,Main Campus,PERMANENT,17 10 1977,13,45
Female,ASSISTANT PROFESSOR III,FACULTY,3 07 2017,Main Campus,PERMANENT,27 12 1977,5,45
Male,ASSISTANT PROFESSOR II,FACULTY,13 06 2017,Main Campus,PERMANENT,25 11 1977,5,45
Male,ASSOCIATE PROFESSOR III,FACULTY,23 06 2003,Main Campus,PERMANENT,10 02 1978,19,45
Female,ASSOCIATE PROFESSOR III,FACULTY,2 06 2008,Main Campus,PERMANENT,15 09 1977,14,45
Male,PROFESSOR III,FACULTY,12 06 2007,Main Campus,PERMANENT,12 02 1977,15,46
Female,INSTRUCTOR II,FACULTY,1 06 2017,Main Campus,PERMANENT,14 07 1976,5,46
Male,ADMINISTRATIVE OFFICER I,STAFF,24 03 2010,Main Campus,PERMANENT,14 12 1976,13,46
Male,ASSOCIATE PROFESSOR III,FACULTY,17 06 2013,Main Campus,PERMANENT,14 09 1976,9,46
Male,ASSOCIATE PROFESSOR III,FACULTY,1 06 2010,Main Campus,PERMANENT,5 11 1976,12,46
Female,ADMINISTRATIVE ASSISTANT II,STAFF,1 08 1997,Main Campus,PERMANENT,29 09 1976,25,46
Female,ADMINISTRATIVE ASSISTANT II,STAFF,2 09 2002,Main Campus,PERMANENT,2 12 1976,20,46
Female,ASSISTANT PROFESSOR III,FACULTY,1 02 2016,Main Campus,PERMANENT,14 09 1976,7,46
Female,ADMINISTRATIVE AIDE VI,STAFF,2 11 2010,Main Campus,PERMANENT,8 01 1977,12,46
Female,ASSOCIATE PROFESSOR I,FACULTY,1 07 2013,Main Campus,PERMANENT,5 11 1976,9,46
Female,LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,4 04 1977,0,46
Female,ADMINISTRATIVE AIDE III,STAFF,2 09 2002,Main Campus,CASUAL,19 09 1976,20,46
Male,ASSOCIATE PROFESSOR III,FACULTY,1 06 2007,Main Campus,PERMANENT,30 09 1975,15,47
Female,UNIVERSITY EXTENSION ASSOCIATE II,STAFF,12 10 2015,Main Campus,PERMANENT,2 11 1975,7,47
Female,LABORATORY TECHNICIAN I,FACULTY,1 08 1997,Main Campus,PERMANENT,25 11 1975,25,47
Female,ASSISTANT PROFESSOR III,FACULTY,15 06 2010,Main Campus,PERMANENT,20 11 1975,12,47
Male,ADMINISTRATIVE AIDE I,STAFF,2 09 2002,Main Campus,PERMANENT,10 12 1975,20,47
Female,ASSOCIATE PROFESSOR IV,FACULTY,3 11 2004,Main Campus,PERMANENT,30 12 1975,18,47
Female,ASSOCIATE PROFESSOR I,FACULTY,10 06 2008,Main Campus,PERMANENT,29 03 1976,14,47
Male,ADMINISTRATIVE AIDE  IV,STAFF,3 02 2022,Main Campus,JOB ORDER,20 01 1975,1,48
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,28 10 1974,0,48
Male,INFORMATION TECHNOLOGY OFFICER II,STAFF,6 06 1994,Main Campus,PERMANENT,21 06 1973,28,49
Female,SENIOR LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,17 04 1973,0,49
Female,ASSISTANT PROFESSOR I,FACULTY,1 07 2014,Main Campus,PERMANENT,22 12 1973,8,49
Female,ASSOCIATE PROFESSOR V,FACULTY,3 11 2004,Main Campus,PERMANENT,30 11 1972,18,50
Female,ASSISTANT PROFESSOR IV,FACULTY,3 01 2018,Main Campus,PERMANENT,22 04 1971,5,51
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,15 03 1972,0,51
Male,ADMINISTRATIVE AIDE IV,STAFF,2 09 2002,Main Campus,PERMANENT,17 10 1971,20,51
Male,ASSISTANT PROFESSOR II,FACULTY,10 06 2008,Main Campus,PERMANENT,26 04 1971,14,51
Male,ASSOCIATE PROFESSOR V,FACULTY,16 06 2003,Main Campus,PERMANENT,8 02 1971,19,52
Female,ASSISTANT PROFESSOR IV,FACULTY,3 07 2017,Main Campus,PERMANENT,25 07 1970,5,52
Female,GUIDANCE COUNSELOR III,FACULTY,2 11 2015,Main Campus,PERMANENT,20 01 1971,7,52
Female,SECURITY GUARD II,STAFF,16 01 2012,Main Campus,PERMANENT,5 03 1971,11,52
Male,ASSOCIATE PROFESSOR V,FACULTY,13 06 2003,Main Campus,PERMANENT,26 03 1971,19,52
Female,ASSISTANT PROFESSOR IV,FACULTY,3 07 2017,Main Campus,PERMANENT,8 10 1969,5,53
Male,PROFESSOR VI,FACULTY,20 11 1995,Main Campus,PERMANENT,24 01 1970,27,53
Female,ASSISTANT PROFESSOR IV,FACULTY,3 11 2004,Main Campus,PERMANENT,18 06 1969,18,53
Female,PROFESSIONAL LECTURER III (DL),FACULTY,15 08 2022,Main Campus,PART-TIME,27 04 1969,0,53
Male,ASSOCIATE PROFESSOR III,FACULTY,6 06 1994,Main Campus,PERMANENT,16 10 1968,28,54
Female,ASSOCIATE PROFESSOR III,FACULTY,12 06 2007,Main Campus,PERMANENT,16 09 1967,15,55
Male,ASSOCIATE PROFESSOR V,FACULTY,19 02 2001,Main Campus,PERMANENT,21 05 1967,22,55
Male,ADMINISTRATIVE AIDE IV (CT),STAFF,14 08 1991,Main Campus,PERMANENT,24 07 1966,31,56
Male,ADMINISTRATIVE AIDE I,STAFF,22 02 2006,Main Campus,PERMANENT,28 07 1966,17,56
Male,ADMINISTRATIVE AIDE IV,FACULTY,2 09 2002,Main Campus,PERMANENT,6 02 1967,20,56
Female,SUC PRESIDENT IV,STAFF,1 01 1993,Main Campus,PERMANENT,19 03 1967,30,56
Female,INSTRUCTOR I,FACULTY,31 05 2021,Main Campus,PERMANENT,8 11 1965,1,57
Female,ASSOCIATE PROFESSOR V,FACULTY,13 06 1988,Main Campus,PERMANENT,7 09 1965,34,57
Male,ADMINISTRATIVE ASSISTANT II,STAFF,9 08 1991,Main Campus,PERMANENT,24 03 1966,31,57
Female,PLANNING OFFICER IV,STAFF,8 08 2016,Main Campus,PERMANENT,18 05 1964,6,58
Male,PROFESSOR III,FACULTY,13 06 1990,Main Campus,PERMANENT,22 03 1965,32,58
Female,ADMINISTRATIVE ASSISTANT II,STAFF,14 08 1991,Main Campus,PERMANENT,5 10 1964,31,58
Female,ASSOCIATE PROFESSOR I,FACULTY,1 12 2009,Main Campus,PERMANENT,25 07 1964,13,58
Female,ASSOCIATE PROFESSOR V,FACULTY,13 06 1988,Main Campus,PERMANENT,11 12 1964,34,58
Male,DENTIST III,STAFF,4 01 1994,Main Campus,PERMANENT,10 02 1965,29,58
Female,ASSOCIATE PROFESSOR IV,FACULTY,1 04 1997,Main Campus,PERMANENT,8 02 1964,26,59
Female,PROFESSOR IV,FACULTY,1 10 2005,Main Campus,PERMANENT,8 08 1963,17,59
Female,ADMINISTRATIVE AIDE IV,STAFF,17 11 2010,Main Campus,PERMANENT,3 06 1962,12,60
Female,ASSOCIATE PROFESSOR II,FACULTY,1 03 2005,Main Campus,PERMANENT,4 11 1962,18,60
Male,SECURITY GUARD II,STAFF,4 11 1996,Main Campus,PERMANENT,15 03 1963,26,60
Female,PROFESSOR VI,FACULTY,3 11 2004,Main Campus,PERMANENT,17 10 1962,18,60
